Data from 03 0.2 mM BQDS 0.4 mM K2Cr2O7 1 M H2SO4 5 min_Absorbance_16-27-42-908.txt Node
Date: Wed Dec 08 16:27:42 EST 2021
User: kwabilab-user
Spectrometer: HDX00518
Trigger mode: 0
Integration Time (sec): 5.000000E-2
Scans to average: 50
Nonlinearity correction enabled: false
Boxcar width: 0
Storing dark spectrum: false
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2068
>>>>>Begin Spectral Data<<<<<
195.27	0.1105
195.642	0.0734
196.014	0.0946
196.386	0.1174
196.758	0.0623
197.129	0.0369
197.501	0.061
197.872	0.1148
198.244	0.1123
198.615	0.1249
198.986	0.1099
199.357	0.1189
199.728	0.1336
200.099	0.1159
200.47	0.12
200.841	0.125
201.212	0.1103
201.582	0.1243
201.953	0.1225
202.323	0.1164
202.694	0.1139
203.064	0.1395
203.434	0.112
203.804	0.1212
204.174	0.1182
204.544	0.1193
204.914	0.1233
205.284	0.1303
205.653	0.113
206.023	0.1361
206.393	0.1287
206.762	0.1271
207.131	0.1344
207.501	0.1392
207.87	0.1275
208.239	0.1263
208.608	0.1185
208.977	0.1398
209.346	0.1509
209.715	0.1459
210.083	0.1631
210.452	0.1527
210.82	0.1582
211.189	0.1704
211.557	0.1497
211.925	0.1783
212.294	0.1752
212.662	0.1706
213.03	0.1829
213.398	0.1768
213.766	0.1972
214.133	0.1947
214.501	0.2176
214.869	0.21
215.236	0.2463
215.604	0.2348
215.971	0.2612
216.338	0.2897
216.705	0.2868
217.072	0.3264
217.439	0.3194
217.806	0.3664
218.173	0.3749
218.54	0.4253
218.907	0.4628
219.273	0.491
219.64	0.5314
220.006	0.5545
220.373	0.5915
220.739	0.6305
221.105	0.6755
221.471	0.6916
221.837	0.7372
222.203	0.7969
222.569	0.814
222.935	0.8273
223.3	0.8589
223.666	0.8903
224.031	0.9139
224.397	0.9335
224.762	0.9437
225.127	0.9788
225.493	0.9903
225.858	0.9984
226.223	0.9997
226.588	1.016
226.952	1.0262
227.317	1.0287
227.682	1.0183
228.046	1.0151
228.411	1.0216
228.775	1.0116
229.14	1.0042
229.504	1.0077
229.868	1.0046
230.232	0.9965
230.596	0.9886
230.96	0.9846
231.324	0.9713
231.688	0.9668
232.052	0.9593
232.415	0.9507
232.779	0.9439
233.142	0.9337
233.505	0.9195
233.869	0.9087
234.232	0.9046
234.595	0.8901
234.958	0.8853
235.321	0.874
235.684	0.8613
236.047	0.8538
236.409	0.8473
236.772	0.8366
237.134	0.829
237.497	0.8171
237.859	0.8118
238.222	0.8011
238.584	0.793
238.946	0.7877
239.308	0.7773
239.67	0.7676
240.032	0.7601
240.393	0.7557
240.755	0.7458
241.117	0.7395
241.478	0.7349
241.84	0.7258
242.201	0.7161
