Data from 03 0.2 mM BQDS 0.4 mM K2Cr2O7 1 M H2SO4 5 min_Absorbance_18-42-42-968.txt Node
Date: Wed Dec 08 18:42:42 EST 2021
User: kwabilab-user
Spectrometer: HDX00518
Trigger mode: 0
Integration Time (sec): 5.000000E-2
Scans to average: 50
Nonlinearity correction enabled: false
Boxcar width: 0
Storing dark spectrum: false
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2068
>>>>>Begin Spectral Data<<<<<
195.27	0.5737
195.642	0.3034
196.014	0.2746
196.386	0.1996
196.758	0.079
197.129	0.0534
197.501	0.0968
197.872	0.1252
198.244	0.1295
198.615	0.1244
198.986	0.1373
199.357	0.1251
199.728	0.1326
200.099	0.1303
200.47	0.1388
200.841	0.1224
201.212	0.1284
201.582	0.1341
201.953	0.1434
202.323	0.1345
202.694	0.1332
203.064	0.1487
203.434	0.1269
203.804	0.1468
204.174	0.1215
204.544	0.1484
204.914	0.1418
205.284	0.1286
205.653	0.1569
206.023	0.1365
206.393	0.1425
206.762	0.1431
207.131	0.1378
207.501	0.1448
207.87	0.151
208.239	0.1621
208.608	0.1201
208.977	0.1613
209.346	0.1686
209.715	0.1549
210.083	0.1531
210.452	0.1483
210.82	0.1837
211.189	0.1893
211.557	0.1686
211.925	0.1899
212.294	0.2019
212.662	0.2017
213.03	0.1978
213.398	0.1743
213.766	0.1957
214.133	0.2255
214.501	0.2323
214.869	0.2242
215.236	0.2699
215.604	0.2603
215.971	0.2843
216.338	0.2813
216.705	0.3055
217.072	0.3405
217.439	0.3368
217.806	0.397
218.173	0.4006
218.54	0.4216
218.907	0.4702
219.273	0.4995
219.64	0.5399
220.006	0.578
220.373	0.5893
220.739	0.6457
221.105	0.6728
221.471	0.7171
221.837	0.7605
222.203	0.8104
222.569	0.8292
222.935	0.8567
223.3	0.8831
223.666	0.8944
224.031	0.9258
224.397	0.9509
224.762	0.9617
225.127	0.9841
225.493	0.9981
225.858	1.0002
226.223	1.0203
226.588	1.0199
226.952	1.0298
227.317	1.0375
227.682	1.0291
228.046	1.0259
228.411	1.036
228.775	1.0313
229.14	1.0171
229.504	1.0228
229.868	1.0111
230.232	1.0092
230.596	0.9962
230.96	0.9915
231.324	0.9838
231.688	0.9715
232.052	0.9677
232.415	0.9588
232.779	0.9561
233.142	0.9371
233.505	0.9291
233.869	0.923
234.232	0.9112
234.595	0.9018
234.958	0.8924
235.321	0.88
235.684	0.8727
236.047	0.8665
236.409	0.8516
236.772	0.8437
237.134	0.8359
237.497	0.8279
237.859	0.8179
238.222	0.8113
238.584	0.7995
238.946	0.7875
239.308	0.7831
239.67	0.7751
240.032	0.7701
240.393	0.759
240.755	0.7538
241.117	0.7451
241.478	0.7372
241.84	0.7303
242.201	0.7231
242.562	0.7165
242.924	0.7113
243.285	0.702
243.646	0.6979
244.007	0.6921
244.368	0.6877
244.728	0.6851
245.089	0.6774
245.45	0.6705
245.81	0.6645
246.171	0.662
246.531	0.654
246.891	0.6522
247.252	0.6473
247.612	0.6423
247.972	0.6377
248.332	0.6361
248.692	0.6313
